	2	6142	1
	3	6143	1
}
Group	AcientPyramidLv2_1
{
	Vnum	6502
	1	6144	1
	2	6145	1
	3	6146	1
}
Group	AcientPyramidLv3_1
{
	Vnum	6503
	1	6147	1
	2	6148	1
	3	6149	1
}
Group	AcientPyramidLv3_2
{
	Vnum	6504
	1	6150	1
	2	6151	1
	3	6152	1
}
Group	AcientPyramidLv4_1
{
	Vnum	6505
	1	6153	1
	2	6154	1
	3	6155	1
}
Group	AcientPyramidLv4_2
{
	Vnum	6506
	1	6156	1
	2	6157	1
	3	6158	1
}
Group	AcientPyramidLv5_1
{
	Vnum	6507
	1	6159	1
	2	6160	1
	3	6161	1
}
Group	AcientPyramidLv5_2
{
	Vnum	6508
	1	6162	1
	2	6163	1
	3	6164	1
}
Group	AcientPyramidLv6_1
{
	Vnum	6509
	1	6165	1
	2	6166	1
	3	6167	1
	4	6168	1
	5	6169	1
	6	6170	1
}
Group	AcientPyramidLv6_2
{
	Vnum	6510
	1	6171	1
	2	6172	1
	3	6173	1
}
Group	AcientPyramidLv6_3
{
	Vnum	6511
	1	6174	1
	2	6175	1
	3	6176	1
}
Group	AcientDesert1
{
	Vnum	6521
	1	6181	1
	2	6192	1
	3	6183	1
	4	6184	1
	5	6185	1
}
Group	AcientDesert2
{
	Vnum	6522
	1	6186	1
	2	6187	1
	3	6188	1
	4	6189	1
	5	6190	1
}
Group	AcientDesert3
{
	Vnum	6523
	1	6190	1
	2	6191	1
	3	6192	1
}
Group	AcientDesert4
{
	Vnum	6524
	1	6191	1
	2	6192	1
	3	6193	1
}
Group	AcientDesert5
{
	Vnum	6525
	1	6194	1
	2	6195	1
	3	6196	1
}
Group	AcientDesert6
{
	Vnum	6526
	1	6197	1
	2	6198	1
	3	6199	1
}
Group	MinotauroDungeon1
{
	Vnum	6531
	1	6211	1
	2	6212	1
	3	6213	1
}
Group	MinotauroDungeon2
{
	Vnum	6532
	1	6214	1
	2	6215	1
	3	6216	1
}
Group	CristalCavern1
{
	Vnum	6533
	1	6221	1
	2	6222	1
}
Group	CristalCavern2
{
	Vnum	6534
	1	6223	1
	2	6224	1
}
Group	CristalCavern3
{
	Vnum	6535
	1	6225	1
	2	6226	1
}
Group	CristalCavern4
{
	Vnum	6536
	1	6227	1
	2	6228	1
}
Group	CristalCavern5
{
	Vnum	6537
	1	6229	1
	2	6230	1
}
Group	DevilTower2_Floo1
{
	Vnum	6538
	1	6231	1
	2	6232	1
	3	6233	1
}
Group	DevilTower2_Floo2
{
	Vnum	6539
	1	6234	1
	2	6235	1
	3	6236	1
}
Group	DevilTower2_Floo3
{
	Vnum	6540
	1	6237	1
	2	6238	1
	3	6239	1
}
Group	DevilTower2_Floo4
{
	Vnum	6541
	1	6240	1
	2	6241	1
	3	6242	1
}
Group	DevilTower2_Floo5
{
	Vnum	6542
	1	6243	1
	2	6244	1
	3	6245	1
}
Group	DevilTower2_Floo6
{
	Vnum	6543
	1	6246	1
	2	6247	1
	3	6248	1
}
Group	DevilTower2_Floo7
{
	Vnum	6544
	1	6249	1
	2	6250	1
	3	6251	1
}
Group	SlimDungeon
{
	Vnum	6545
	1	6252	1
	2	6253	1
	3	6254	1
	4	6255	1
}
Group	ChamberWisdom
{
	Vnum	6546
	1	6256	1
	2	6257	1
	3	6258	1
	4	6259	1
}
Group	InfectedStage1
{
	Vnum	6547
	1	6261	1
	2	6262	1
	3	6263	1
}
Group	InfectedStage2
{
	Vnum	6548
	1	6264	1
	2	6265	1
	3	6266	1
}
Group	InfectedStage3
{
	Vnum	6549
	1	6267	1
	2	6268	1
	3	6269	1
}
Group	InfectedStage4
{
	Vnum	6550
	1	6270	1
	2	6271	1
	3	6272	1
}
Group	InfectedStage5
{
	Vnum	6551
	1	6273	1
	2	6274	1
	3	6275	1
}
Group	InfectedStage6
{
	Vnum	6552
	1	6276	1
	2	6277	1
	3	6278	1
}
Group	Shark01
{
	Vnum	6553
	1	6281	1
	2	6282	1
	3	6283	1
}
Group	Shark02
{
	Vnum	6554
	1	6283	1
	2	6284	1
	3	6285	1
}
Group	Pve1
{
	Vnum	6555
	1	6286	1
	2	6287	1
	3	6288	1
}
Group	Pve2
{
	Vnum	6556
	1	6289	1
	2	6290	1
	3	6291	1
}
Group	ChristmasCityFacil
{
	Vnum	6571
	1	6321	1
	2	6322	1
	3	6323	1
	4	6324	1
	5	6325	1
}
Group	ChristmasCityNormal
{
	Vnum	6572
	1	6326	1
	2	6327	1
	3	6328	1
	4	6329	1
	5	6330	1
}
Group	ChristmasCityDificil
{
	Vnum	6573
	1	6331	1
	2	6332	1
	3	6333	1
	4	6334	1
	5	6335	1
}
Group	ChristmasDungeonFacil_1
{
	Vnum	6574
	1	6336	1
	2	6337	1
	3	6338	1
}
Group	ChristmasDungeonFacil_2
{
	Vnum	6575
	1	6339	1
	2	6340	1
	3	6341	1
}
Group	ChristmasDungeonFacil_3
{
	Vnum	6576
	1	6342	1
	2	6343	1
	3	6344	1
}
Group	ChristmasDungeonNormal_1
{
	Vnum	6577
	1	6345	1
	2	6346	1
	3	6347	1
}
Group	ChristmasDungeonNormal_2
{
	Vnum	6578
	1	6348	1
	2	6349	1
	3	6350	1
}
Group	ChristmasDungeonNormal_3
{
	Vnum	6579
	1	6351	1
	2	6352	1
	3	6353	1
}
Group	ChristmasDungeonDificil_1
{
	Vnum	6580
	1	6354	1
	2	6355	1
	3	6356	1
}
Group	ChristmasDungeonDificil_2
{
	Vnum	6581
	1	6357	1
	2	6358	1
	3	6359	1
}
Group	ChristmasDungeonDificil_3
{
	Vnum	6582
	1	6360	1
	2	6361	1
	3	6362	1
}
Group	DragonEmperadorStep1
{
	Vnum	6583
	1	6371	1
	2	6372	1
	3	6373	1
	4	6374	1
	5	6375	1
}
Group	DragonEmperadorStep2
{
	Vnum	6584
	1	6371	1
	2	6372	1
	3	6373	1
	4	6384	1
	5	6385	1
}
Group	DragonEmperadorStep3
{
	Vnum	6585
	1	6381	1
	2	6382	1
	3	6383	1
	4	6384	1
	5	6385	1
}
Group	MapGoldZodiacGrup1
{
	Vnum	6586
	1	6386	1
	2	6387	1
	3	6388	1
	4	6389	1
	5	6390	1
}
Group	MapGoldZodiacGrup2
{
	Vnum	6587
	1	6391	1
	2	6392	1
	3	6393	1
	4	6394	1
	5	6395	1
}
Group	MapGoldZodiacGrup3
{
	Vnum	6588
	1	6395	1
	2	6396	1
	3	6397	1
	4	6398	1
	5	6399	1
}
Group	Zodiaco_Sala2
{
	Vnum	6589
	1	6501	1
	2	6502	1
	3	6503	1
	4	6504	1
	5	6505	1
}
Group	Zodiaco_Sala3
{
	Vnum	6590
	1	6506	1
	2	6507	1
	3	6508	1
	4	6509	1
	5	6510	1
	6	6511	1
}
Group	Zodiaco_Sala4
{
	Vnum	6591
	1	6512	1
	2	6513	1
	3	6514	1
	4	6515	1
	5	6516	1
	6	6517	1
	7	6518	1
}
Group	Zodiaco_Sala5
{
	Vnum	6592
	1	6519	1
	2	6520	1
	3	6521	1
	4	6522	1
	5	6523	1
}
Group	Zodiaco_Sala6
{
	Vnum	6593
	1	6524	1
	2	6525	1
	3	6526	1
	4	6527	1
	5	6528	1
	6	6529	1
}
Group	Zodiaco_Sala7
{
	Vnum	6594
	1	6530	1
	2	6531	1
	3	6532	1
	4	6533	1
	5	6534	1
}
Group	Zodiaco_Sala8
{
	Vnum	6595
	1	6535	1
	2	6536	1
	3	6537	1
	4	6538	1
	5	6539	1
}
Group	Zodiaco_Sala9
{
	Vnum	6596
	1	6540	1
	2	6541	1
	3	6542	1
	4	6543	1
	5	6544	1
}
Group	EasterMap1
{
	Vnum	6601
	1	6551	1
	2	6552	1
	3	6553	1
}
Group	EasterMap2
{
	Vnum	6602
	1	6554	1
	2	6555	1
	3	6556	1
}
Group	EasterMap3
{
	Vnum	6603
	1	6557	1
	2	6558	1
	3	6559	1
}
Group	SnakeValley1
{
	Vnum	7001
	1	6650	1
	2	6651	1
}
Group	SnakeValley2
{
	Vnum	7002
	1	6652	1
	2	6653	1
}
Group	SnakeValley3
{
	Vnum	7003
	1	6652	1
	2	6653	1
}
Group	SnakeTempleDungeon1
{
	Vnum	7004
	1	6655	1
	2	6656	1
	3	6657	1
}
Group	SnakeTempleDungeon2
{
	Vnum	7005
	1	6658	1
	2	6659	1
	3	6660	1
}
Group	SnakeTempleDungeon3
{
	Vnum	7006
	1	6661	1
	2	6662	1
	3	6663	1
}
Group	SnakeTempleDungeon4
{
	Vnum	7007
	1	6664	1
	2	6665	1
	3	6666	1
}
Group	WhiteDragonValley01
{
	Vnum	7101
	1	6701	1
	2	6702	1
	3	6703	1
}
Group	WhiteDragonValley02
{
	Vnum	7102
	1	6704	1
	2	6705	1
	3	6706	1
}
Group	WhiteDragonValley03
{
	Vnum	7103
	1	6707	1
	2	6708	1
	3	6709	1
	4	6710	1
	5	6711	1
}
Group	WhiteDragonValley04
{
	Vnum	7104
	1	6712	1
	2	6713	1
	3	6714	1
}
Group	WhiteDragonValley05
{
	Vnum	7105
	1	6715	1
	2	6716	1
	3	6717	1
	4	6718	1
}
Group	WhiteDragonDungeon01
{
	Vnum	7106
	1	6721	1
	2	6722	1
	3	6723	1
}
Group	WhiteDragonDungeon02
{
	Vnum	7107
	1	6723	1
	2	6724	1
	3	6725	1
}
Group	WhiteDragonDungeon03
{
	Vnum	7108
	1	6725	1
	2	6726	1
}
